config,K,I1,I2,I3,N,rep,meeting_time
I_100_200_100,3,100,200,100,948,43,68
I_100_200_100,3,100,200,100,1026,44,10
I_100_200_100,3,100,200,100,1007,45,10
I_100_200_100,3,100,200,100,1064,46,12
I_100_200_100,3,100,200,100,997,47,33
I_100_200_100,3,100,200,100,974,48,15
I_100_200_100,3,100,200,100,967,49,29
I_100_200_100,3,100,200,100,967,50,17
I_100_200_100,3,100,200,100,991,51,32
I_100_200_100,3,100,200,100,1049,52,22
I_100_200_100,3,100,200,100,973,53,48
I_100_200_100,3,100,200,100,1011,54,24
I_100_200_100,3,100,200,100,966,55,10
I_100_200_100,3,100,200,100,989,56,12
I_100_200_100,3,100,200,100,983,57,40
I_100_200_100,3,100,200,100,967,58,8
I_100_200_100,3,100,200,100,987,59,10
I_100_200_100,3,100,200,100,1037,60,31
I_100_200_100,3,100,200,100,982,61,9
I_100_200_100,3,100,200,100,1018,62,33
I_100_200_100,3,100,200,100,998,63,9
I_100_200_100,3,100,200,100,1017,64,18
I_100_200_100,3,100,200,100,1006,65,10
I_100_200_100,3,100,200,100,1017,66,8
I_100_200_100,3,100,200,100,975,67,13
I_100_200_100,3,100,200,100,982,68,19
I_100_200_100,3,100,200,100,1035,69,37
I_100_200_100,3,100,200,100,1025,70,8
I_100_200_100,3,100,200,100,984,71,56
I_100_200_100,3,100,200,100,979,72,8
I_100_200_100,3,100,200,100,980,73,10
I_100_200_100,3,100,200,100,1000,74,13
I_100_200_100,3,100,200,100,994,75,24
I_100_200_100,3,100,200,100,1031,76,15
I_100_200_100,3,100,200,100,1013,77,22
I_100_200_100,3,100,200,100,1033,78,30
I_100_200_100,3,100,200,100,1044,79,23
I_100_200_100,3,100,200,100,981,80,8
I_100_200_100,3,100,200,100,990,81,8
I_100_200_100,3,100,200,100,1017,82,20
I_100_200_100,3,100,200,100,999,83,63
I_100_200_100,3,100,200,100,1035,84,24
I_100_200_100,3,100,200,100,978,85,13
I_100_200_100,3,100,200,100,975,86,16
I_100_200_100,3,100,200,100,970,87,16
I_100_200_100,3,100,200,100,1016,88,13
I_100_200_100,3,100,200,100,971,89,22
I_100_200_100,3,100,200,100,992,90,45
I_100_200_100,3,100,200,100,980,91,20
I_100_200_100,3,100,200,100,1009,92,11
I_100_200_100,3,100,200,100,991,93,76
I_100_200_100,3,100,200,100,1005,94,13
I_100_200_100,3,100,200,100,1067,95,81
I_100_200_100,3,100,200,100,955,96,16
I_100_200_100,3,100,200,100,1011,97,11
I_100_200_100,3,100,200,100,1051,98,14
I_100_200_100,3,100,200,100,995,99,17
I_100_200_100,3,100,200,100,994,100,20
I_100_200_100,3,100,200,100,958,101,91
I_100_200_100,3,100,200,100,978,102,19
I_100_200_100,3,100,200,100,1114,103,50
I_100_200_100,3,100,200,100,962,104,31
I_100_200_100,3,100,200,100,972,105,9
I_100_200_100,3,100,200,100,970,106,14
I_100_200_100,3,100,200,100,1001,107,8
I_100_200_100,3,100,200,100,1015,108,8
I_100_200_100,3,100,200,100,1002,109,28
I_100_200_100,3,100,200,100,964,110,10
I_100_200_100,3,100,200,100,1028,111,34
I_100_200_100,3,100,200,100,991,112,9
I_100_200_100,3,100,200,100,964,113,29
I_100_200_100,3,100,200,100,1006,114,41
I_100_200_100,3,100,200,100,1040,115,11
I_100_200_100,3,100,200,100,1002,116,11
I_100_200_100,3,100,200,100,1051,117,10
I_100_200_100,3,100,200,100,1019,118,7
I_100_200_100,3,100,200,100,963,119,9
I_100_200_100,3,100,200,100,959,120,39
I_100_200_100,3,100,200,100,985,121,26
I_100_200_100,3,100,200,100,1035,122,38
I_100_200_100,3,100,200,100,909,123,15
I_100_200_100,3,100,200,100,1056,124,11
I_100_200_100,3,100,200,100,1022,125,60
I_100_200_100,3,100,200,100,957,126,11
I_100_200_100,3,100,200,100,1023,127,15
I_100_200_100,3,100,200,100,975,128,31
I_100_200_100,3,100,200,100,1068,129,8
I_100_200_100,3,100,200,100,947,130,40
I_100_200_100,3,100,200,100,994,131,18
I_100_200_100,3,100,200,100,958,132,14
I_100_200_100,3,100,200,100,987,133,14
I_100_200_100,3,100,200,100,1012,134,7
I_100_200_100,3,100,200,100,989,135,15
I_100_200_100,3,100,200,100,958,136,27
I_100_200_100,3,100,200,100,1019,137,70
I_100_200_100,3,100,200,100,1035,138,9
I_100_200_100,3,100,200,100,923,139,27
I_100_200_100,3,100,200,100,1035,140,59
I_100_200_100,3,100,200,100,1029,141,18
I_100_200_100,3,100,200,100,999,142,8
I_100_200_100,3,100,200,100,1039,143,41
I_100_200_100,3,100,200,100,1019,144,55
I_100_200_100,3,100,200,100,962,145,32
I_100_200_100,3,100,200,100,1053,146,24
I_100_200_100,3,100,200,100,1005,147,14
I_100_200_100,3,100,200,100,1013,148,8
I_100_200_100,3,100,200,100,1037,149,29
I_100_200_100,3,100,200,100,993,150,12
I_100_200_100,3,100,200,100,1010,151,14
I_100_200_100,3,100,200,100,1036,152,14
I_100_200_100,3,100,200,100,975,153,37
I_100_200_100,3,100,200,100,1031,154,66
I_100_200_100,3,100,200,100,1003,155,10
I_100_200_100,3,100,200,100,993,156,31
I_100_200_100,3,100,200,100,1078,157,62
I_100_200_100,3,100,200,100,995,158,16
I_100_200_100,3,100,200,100,1011,159,22
I_100_200_100,3,100,200,100,983,160,14
I_100_200_100,3,100,200,100,984,161,28
I_100_200_100,3,100,200,100,1018,162,116
I_100_200_100,3,100,200,100,953,163,21
I_100_200_100,3,100,200,100,988,164,19
I_100_200_100,3,100,200,100,991,165,32
I_100_200_100,3,100,200,100,978,166,9
I_100_200_100,3,100,200,100,996,167,22
I_100_200_100,3,100,200,100,1012,168,16
I_100_200_100,3,100,200,100,1019,169,22
I_100_200_100,3,100,200,100,1034,170,41
I_100_200_100,3,100,200,100,1040,171,28
I_100_200_100,3,100,200,100,985,172,12
I_100_200_100,3,100,200,100,942,173,13
I_100_200_100,3,100,200,100,1053,174,8
I_100_200_100,3,100,200,100,936,175,41
I_100_200_100,3,100,200,100,1014,176,40
I_100_200_100,3,100,200,100,1085,177,100
I_100_200_100,3,100,200,100,1053,178,44
I_100_200_100,3,100,200,100,962,179,7
I_100_200_100,3,100,200,100,1018,180,19
I_100_200_100,3,100,200,100,1051,181,17
I_100_200_100,3,100,200,100,959,182,33
I_100_200_100,3,100,200,100,959,183,8
I_100_200_100,3,100,200,100,1018,184,32
I_100_200_100,3,100,200,100,992,185,16
I_100_200_100,3,100,200,100,966,186,23
I_100_200_100,3,100,200,100,908,187,19
I_100_200_100,3,100,200,100,1018,188,11
I_100_200_100,3,100,200,100,939,189,19
I_100_200_100,3,100,200,100,1018,190,13
I_100_200_100,3,100,200,100,938,191,8
I_100_200_100,3,100,200,100,1009,192,13
I_100_200_100,3,100,200,100,998,193,21
I_100_200_100,3,100,200,100,962,194,15
I_100_200_100,3,100,200,100,950,195,46
I_100_200_100,3,100,200,100,992,196,24
I_100_200_100,3,100,200,100,940,197,37
I_100_200_100,3,100,200,100,987,198,57
I_100_200_100,3,100,200,100,1020,199,27
